,Region,LandValue,ImprovementValue,HOEX,Latitude,Longitude,Delta,TimetoFinal,ConstructionDelay,Neighbours,TimetoApply,RepairTime,Units,IncomeRatio,YearBuilt,BuildingCode,Occupancy,Stories,Basement,Area,ConstructionClass,ReplacementCost,Image2010,Image2011,Image2012,Image2013,Image2014,Image2015,Image2016,Image2017,Image2018,Image2019,Image2020,Image2021,Image2022,Image2023,Image2008,Image2024
749,,,,,,,,,,,,,,,,,,,,,,,,Index:749 Lat:38.48036528 Long:-122.7452306 Date:2011-06,,Index:749 Lat:38.48036528 Long:-122.7452306 Date:2013-07,,Index:749 Lat:38.48036528 Long:-122.7452306 Date:2015-07,Index:749 Lat:38.48036528 Long:-122.7452306 Date:2016-04,,,Index:749 Lat:38.48036528 Long:-122.7452306 Date:2019-04,,,Index:749 Lat:38.48036528 Long:-122.7452306 Date:2022-09,,,
345,,,,,,,,,,,,,,,,,,,,,,,,Index:345 Lat:38.48020344 Long:-122.7493543 Date:2011-06,,Index:345 Lat:38.48020344 Long:-122.7493543 Date:2013-07,,Index:345 Lat:38.48020344 Long:-122.7493543 Date:2015-06,,,,,,,Index:345 Lat:38.48020344 Long:-122.7493543 Date:2022-09,,,
771,,,,,,,,,,,,,,,,,,,,,,,,Index:771 Lat:38.48227121 Long:-122.7453108 Date:2011-06,,Index:771 Lat:38.48227121 Long:-122.7453108 Date:2013-07,,Index:771 Lat:38.48227121 Long:-122.7453108 Date:2015-07,Index:771 Lat:38.48227121 Long:-122.7453108 Date:2016-04,,,Index:771 Lat:38.48227121 Long:-122.7453108 Date:2019-04,,,Index:771 Lat:38.48227121 Long:-122.7453108 Date:2022-09,,,
645,,,,,,,,,,,,,,,,,,,,,,,,Index:645 Lat:38.48103402 Long:-122.7510118 Date:2011-06,,Index:645 Lat:38.48103402 Long:-122.7510118 Date:2013-07,Index:645 Lat:38.48103402 Long:-122.7510118 Date:2014-04,Index:645 Lat:38.48103402 Long:-122.7510118 Date:2015-07,,,,Index:645 Lat:38.48103402 Long:-122.7510118 Date:2019-04,,,Index:645 Lat:38.48103402 Long:-122.7510118 Date:2022-09,,,
1279,,,,,,,,,,,,,,,,,,,,,,,,Index:1279 Lat:38.48632518 Long:-122.7009421 Date:2011-06,,,Index:1279 Lat:38.48632518 Long:-122.7009421 Date:2014-04,Index:1279 Lat:38.48632518 Long:-122.7009421 Date:2015-06,,,,Index:1279 Lat:38.48632518 Long:-122.7009421 Date:2019-03,,,,,Index:1279 Lat:38.48632518 Long:-122.7009421 Date:2008-07,
506,,,,,,,,,,,,,,,,,,,,,,,,Index:506 Lat:38.47961988 Long:-122.7510032 Date:2011-06,,Index:506 Lat:38.47961988 Long:-122.7510032 Date:2013-07,Index:506 Lat:38.47961988 Long:-122.7510032 Date:2014-05,Index:506 Lat:38.47961988 Long:-122.7510032 Date:2015-07,Index:506 Lat:38.47961988 Long:-122.7510032 Date:2016-06,Index:506 Lat:38.47961988 Long:-122.7510032 Date:2017-06,,Index:506 Lat:38.47961988 Long:-122.7510032 Date:2019-03,,,Index:506 Lat:38.47961988 Long:-122.7510032 Date:2022-11,Index:506 Lat:38.47961988 Long:-122.7510032 Date:2023-03,,
534,,,,,,,,,,,,,,,,,,,,,,,,Index:534 Lat:38.47765775 Long:-122.752699 Date:2011-06,,Index:534 Lat:38.47765775 Long:-122.752699 Date:2013-07,Index:534 Lat:38.47765775 Long:-122.752699 Date:2014-04,Index:534 Lat:38.47765775 Long:-122.752699 Date:2015-05,,,,Index:534 Lat:38.47765775 Long:-122.752699 Date:2019-03,,,Index:534 Lat:38.47765775 Long:-122.752699 Date:2022-09,,,
876,,,,,,,,,,,,,,,,,,,,,,,,Index:876 Lat:38.47671909 Long:-122.7452464 Date:2011-06,,Index:876 Lat:38.47671909 Long:-122.7452464 Date:2013-07,Index:876 Lat:38.47671909 Long:-122.7452464 Date:2014-04,Index:876 Lat:38.47671909 Long:-122.7452464 Date:2015-07,Index:876 Lat:38.47671909 Long:-122.7452464 Date:2016-04,,,Index:876 Lat:38.47671909 Long:-122.7452464 Date:2019-03,,,Index:876 Lat:38.47671909 Long:-122.7452464 Date:2022-09,,,
1013,,,,,,,,,,,,,,,,,,,,,,,,Index:1013 Lat:38.47874546 Long:-122.7461805 Date:2011-06,,Index:1013 Lat:38.47874546 Long:-122.7461805 Date:2013-07,Index:1013 Lat:38.47874546 Long:-122.7461805 Date:2014-04,Index:1013 Lat:38.47874546 Long:-122.7461805 Date:2015-05,,,,Index:1013 Lat:38.47874546 Long:-122.7461805 Date:2019-03,,,Index:1013 Lat:38.47874546 Long:-122.7461805 Date:2022-09,,,
34,,,,,,,,,,,,,,,,,,,,,,,,Index:34 Lat:38.4715114 Long:-122.7495856 Date:2011-06,,Index:34 Lat:38.4715114 Long:-122.7495856 Date:2013-07,Index:34 Lat:38.4715114 Long:-122.7495856 Date:2014-04,Index:34 Lat:38.4715114 Long:-122.7495856 Date:2015-05,,,,Index:34 Lat:38.4715114 Long:-122.7495856 Date:2019-04,,,Index:34 Lat:38.4715114 Long:-122.7495856 Date:2022-09,,,
901,,,,,,,,,,,,,,,,,,,,,,,,Index:901 Lat:38.47709074 Long:-122.7456486 Date:2011-06,,Index:901 Lat:38.47709074 Long:-122.7456486 Date:2013-07,Index:901 Lat:38.47709074 Long:-122.7456486 Date:2014-04,Index:901 Lat:38.47709074 Long:-122.7456486 Date:2015-07,Index:901 Lat:38.47709074 Long:-122.7456486 Date:2016-04,,,Index:901 Lat:38.47709074 Long:-122.7456486 Date:2019-03,,,Index:901 Lat:38.47709074 Long:-122.7456486 Date:2022-09,,,
88,,,,,,,,,,,,,,,,,,,,,,,,Index:88 Lat:38.47291727 Long:-122.7502597 Date:2011-06,,Index:88 Lat:38.47291727 Long:-122.7502597 Date:2013-07,Index:88 Lat:38.47291727 Long:-122.7502597 Date:2014-04,Index:88 Lat:38.47291727 Long:-122.7502597 Date:2015-06,,,,Index:88 Lat:38.47291727 Long:-122.7502597 Date:2019-04,,,Index:88 Lat:38.47291727 Long:-122.7502597 Date:2022-09,,,
1338,,,,,,,,,,,,,,,,,,,,,,,,Index:1338 Lat:38.486313 Long:-122.6902177 Date:2011-06,,,Index:1338 Lat:38.486313 Long:-122.6902177 Date:2014-04,Index:1338 Lat:38.486313 Long:-122.6902177 Date:2015-06,,,,Index:1338 Lat:38.486313 Long:-122.6902177 Date:2019-03,,,,,,
618,,,,,,,,,,,,,,,,,,,,,,,,Index:618 Lat:38.47379538 Long:-122.7479253 Date:2011-06,,Index:618 Lat:38.47379538 Long:-122.7479253 Date:2013-07,Index:618 Lat:38.47379538 Long:-122.7479253 Date:2014-04,Index:618 Lat:38.47379538 Long:-122.7479253 Date:2015-06,,,,,,,Index:618 Lat:38.47379538 Long:-122.7479253 Date:2022-09,,,
483,,,,,,,,,,,,,,,,,,,,,,,,Index:483 Lat:38.47947231 Long:-122.7495017 Date:2011-06,,Index:483 Lat:38.47947231 Long:-122.7495017 Date:2013-07,Index:483 Lat:38.47947231 Long:-122.7495017 Date:2014-05,Index:483 Lat:38.47947231 Long:-122.7495017 Date:2015-07,Index:483 Lat:38.47947231 Long:-122.7495017 Date:2016-06,Index:483 Lat:38.47947231 Long:-122.7495017 Date:2017-06,,Index:483 Lat:38.47947231 Long:-122.7495017 Date:2019-03,,,Index:483 Lat:38.47947231 Long:-122.7495017 Date:2022-11,Index:483 Lat:38.47947231 Long:-122.7495017 Date:2023-03,,
60,,,,,,,,,,,,,,,,,,,,,,,,Index:60 Lat:38.47430873 Long:-122.7503319 Date:2011-06,,Index:60 Lat:38.47430873 Long:-122.7503319 Date:2013-07,Index:60 Lat:38.47430873 Long:-122.7503319 Date:2014-04,Index:60 Lat:38.47430873 Long:-122.7503319 Date:2015-07,Index:60 Lat:38.47430873 Long:-122.7503319 Date:2016-03,,,Index:60 Lat:38.47430873 Long:-122.7503319 Date:2019-04,,Index:60 Lat:38.47430873 Long:-122.7503319 Date:2021-03,Index:60 Lat:38.47430873 Long:-122.7503319 Date:2022-12,Index:60 Lat:38.47430873 Long:-122.7503319 Date:2023-04,,
821,,,,,,,,,,,,,,,,,,,,,,,,Index:821 Lat:38.47519591 Long:-122.7462237 Date:2011-06,,Index:821 Lat:38.47519591 Long:-122.7462237 Date:2013-07,Index:821 Lat:38.47519591 Long:-122.7462237 Date:2014-04,Index:821 Lat:38.47519591 Long:-122.7462237 Date:2015-05,,,,,,,Index:821 Lat:38.47519591 Long:-122.7462237 Date:2022-09,,,
864,,,,,,,,,,,,,,,,,,,,,,,,Index:864 Lat:38.47707923 Long:-122.7458712 Date:2011-06,,Index:864 Lat:38.47707923 Long:-122.7458712 Date:2013-07,Index:864 Lat:38.47707923 Long:-122.7458712 Date:2014-04,Index:864 Lat:38.47707923 Long:-122.7458712 Date:2015-07,Index:864 Lat:38.47707923 Long:-122.7458712 Date:2016-04,,,Index:864 Lat:38.47707923 Long:-122.7458712 Date:2019-03,,,Index:864 Lat:38.47707923 Long:-122.7458712 Date:2022-09,,,
39,,,,,,,,,,,,,,,,,,,,,,,,Index:39 Lat:38.47132994 Long:-122.7480379 Date:2011-06,,Index:39 Lat:38.47132994 Long:-122.7480379 Date:2013-07,Index:39 Lat:38.47132994 Long:-122.7480379 Date:2014-04,Index:39 Lat:38.47132994 Long:-122.7480379 Date:2015-06,,,,Index:39 Lat:38.47132994 Long:-122.7480379 Date:2019-04,,,Index:39 Lat:38.47132994 Long:-122.7480379 Date:2022-09,,,
1286,,,,,,,,,,,,,,,,,,,,,,,,Index:1286 Lat:38.48286562 Long:-122.6994208 Date:2011-06,,,Index:1286 Lat:38.48286562 Long:-122.6994208 Date:2014-04,Index:1286 Lat:38.48286562 Long:-122.6994208 Date:2015-06,,,,Index:1286 Lat:38.48286562 Long:-122.6994208 Date:2019-03,,,,Index:1286 Lat:38.48286562 Long:-122.6994208 Date:2023-01,Index:1286 Lat:38.48286562 Long:-122.6994208 Date:2008-07,
179,,,,,,,,,,,,,,,,,,,,,,,,Index:179 Lat:38.47617512 Long:-122.749018 Date:2011-06,,Index:179 Lat:38.47617512 Long:-122.749018 Date:2013-07,,,,,,,,,,,,
917,,,,,,,,,,,,,,,,,,,,,,,,Index:917 Lat:38.47996194 Long:-122.743063 Date:2011-06,,Index:917 Lat:38.47996194 Long:-122.743063 Date:2013-07,,Index:917 Lat:38.47996194 Long:-122.743063 Date:2015-05,,,,Index:917 Lat:38.47996194 Long:-122.743063 Date:2019-04,,,Index:917 Lat:38.47996194 Long:-122.743063 Date:2022-09,,,
1405,,,,,,,,,,,,,,,,,,,,,,,,Index:1405 Lat:38.4915599 Long:-122.6889522 Date:2011-06,,,Index:1405 Lat:38.4915599 Long:-122.6889522 Date:2014-04,Index:1405 Lat:38.4915599 Long:-122.6889522 Date:2015-06,,,,,,,,,Index:1405 Lat:38.4915599 Long:-122.6889522 Date:2008-08,
495,,,,,,,,,,,,,,,,,,,,,,,,Index:495 Lat:38.47984264 Long:-122.7501592 Date:2011-06,,Index:495 Lat:38.47984264 Long:-122.7501592 Date:2013-07,Index:495 Lat:38.47984264 Long:-122.7501592 Date:2014-05,Index:495 Lat:38.47984264 Long:-122.7501592 Date:2015-07,Index:495 Lat:38.47984264 Long:-122.7501592 Date:2016-06,Index:495 Lat:38.47984264 Long:-122.7501592 Date:2017-06,,Index:495 Lat:38.47984264 Long:-122.7501592 Date:2019-03,,,Index:495 Lat:38.47984264 Long:-122.7501592 Date:2022-11,Index:495 Lat:38.47984264 Long:-122.7501592 Date:2023-03,,
266,,,,,,,,,,,,,,,,,,,,,,,,Index:266 Lat:38.47898674 Long:-122.7475526 Date:2011-06,,Index:266 Lat:38.47898674 Long:-122.7475526 Date:2013-07,Index:266 Lat:38.47898674 Long:-122.7475526 Date:2014-04,Index:266 Lat:38.47898674 Long:-122.7475526 Date:2015-07,Index:266 Lat:38.47898674 Long:-122.7475526 Date:2016-06,,Index:266 Lat:38.47898674 Long:-122.7475526 Date:2018-11,Index:266 Lat:38.47898674 Long:-122.7475526 Date:2019-04,,Index:266 Lat:38.47898674 Long:-122.7475526 Date:2021-03,Index:266 Lat:38.47898674 Long:-122.7475526 Date:2022-11,Index:266 Lat:38.47898674 Long:-122.7475526 Date:2023-04,,
371,,,,,,,,,,,,,,,,,,,,,,,,Index:371 Lat:38.48135377 Long:-122.7497716 Date:2011-06,,Index:371 Lat:38.48135377 Long:-122.7497716 Date:2013-07,Index:371 Lat:38.48135377 Long:-122.7497716 Date:2014-04,Index:371 Lat:38.48135377 Long:-122.7497716 Date:2015-07,,,,Index:371 Lat:38.48135377 Long:-122.7497716 Date:2019-04,,,Index:371 Lat:38.48135377 Long:-122.7497716 Date:2022-09,,,
1268,,,,,,,,,,,,,,,,,,,,,,,,Index:1268 Lat:38.4800671 Long:-122.690935 Date:2011-06,,,Index:1268 Lat:38.4800671 Long:-122.690935 Date:2014-04,Index:1268 Lat:38.4800671 Long:-122.690935 Date:2015-06,,,,Index:1268 Lat:38.4800671 Long:-122.690935 Date:2019-03,,,Index:1268 Lat:38.4800671 Long:-122.690935 Date:2022-09,,Index:1268 Lat:38.4800671 Long:-122.690935 Date:2008-08,
1028,,,,,,,,,,,,,,,,,,,,,,,,Index:1028 Lat:38.47944085 Long:-122.7465158 Date:2011-06,,,,,,,,,,,Index:1028 Lat:38.47944085 Long:-122.7465158 Date:2022-09,,,Index:1028 Lat:38.47944085 Long:-122.7465158 Date:2024-02
559,,,,,,,,,,,,,,,,,,,,,,,,Index:559 Lat:38.4789688 Long:-122.7559941 Date:2011-06,,Index:559 Lat:38.4789688 Long:-122.7559941 Date:2013-07,Index:559 Lat:38.4789688 Long:-122.7559941 Date:2014-04,Index:559 Lat:38.4789688 Long:-122.7559941 Date:2015-06,,,,Index:559 Lat:38.4789688 Long:-122.7559941 Date:2019-04,,,Index:559 Lat:38.4789688 Long:-122.7559941 Date:2022-09,,,
1153,,,,,,,,,,,,,,,,,,,,,,,,Index:1153 Lat:38.4774924 Long:-122.7023907 Date:2011-06,,,Index:1153 Lat:38.4774924 Long:-122.7023907 Date:2014-04,Index:1153 Lat:38.4774924 Long:-122.7023907 Date:2015-06,,,,Index:1153 Lat:38.4774924 Long:-122.7023907 Date:2019-03,,,Index:1153 Lat:38.4774924 Long:-122.7023907 Date:2022-09,,Index:1153 Lat:38.4774924 Long:-122.7023907 Date:2008-07,
1370,,,,,,,,,,,,,,,,,,,,,,,,Index:1370 Lat:38.48868125 Long:-122.6893043 Date:2011-06,,,Index:1370 Lat:38.48868125 Long:-122.6893043 Date:2014-04,Index:1370 Lat:38.48868125 Long:-122.6893043 Date:2015-06,,,,Index:1370 Lat:38.48868125 Long:-122.6893043 Date:2019-03,,,,,,
1127,,,,,,,,,,,,,,,,,,,,,,,,Index:1127 Lat:38.47848617 Long:-122.7011788 Date:2011-06,,,Index:1127 Lat:38.47848617 Long:-122.7011788 Date:2014-04,Index:1127 Lat:38.47848617 Long:-122.7011788 Date:2015-06,,,,Index:1127 Lat:38.47848617 Long:-122.7011788 Date:2019-03,,,Index:1127 Lat:38.47848617 Long:-122.7011788 Date:2022-09,,Index:1127 Lat:38.47848617 Long:-122.7011788 Date:2008-07,
350,,,,,,,,,,,,,,,,,,,,,,,,Index:350 Lat:38.4805469 Long:-122.7502526 Date:2011-06,,Index:350 Lat:38.4805469 Long:-122.7502526 Date:2013-07,,Index:350 Lat:38.4805469 Long:-122.7502526 Date:2015-06,,,,,,,Index:350 Lat:38.4805469 Long:-122.7502526 Date:2022-09,,,
758,,,,,,,,,,,,,,,,,,,,,,,,Index:758 Lat:38.48128602 Long:-122.7440272 Date:2011-06,,Index:758 Lat:38.48128602 Long:-122.7440272 Date:2013-07,,Index:758 Lat:38.48128602 Long:-122.7440272 Date:2015-07,,,,,,,Index:758 Lat:38.48128602 Long:-122.7440272 Date:2022-09,,,
676,,,,,,,,,,,,,,,,,,,,,,,,Index:676 Lat:38.48075504 Long:-122.7506356 Date:2011-06,,,,Index:676 Lat:38.48075504 Long:-122.7506356 Date:2015-07,,,,Index:676 Lat:38.48075504 Long:-122.7506356 Date:2019-04,,,,,,Index:676 Lat:38.48075504 Long:-122.7506356 Date:2024-02
682,,,,,,,,,,,,,,,,,,,,,,,,Index:682 Lat:38.48168683 Long:-122.752611 Date:2011-06,,Index:682 Lat:38.48168683 Long:-122.752611 Date:2013-07,Index:682 Lat:38.48168683 Long:-122.752611 Date:2014-04,Index:682 Lat:38.48168683 Long:-122.752611 Date:2015-06,,,,,,,,,,
748,,,,,,,,,,,,,,,,,,,,,,,,Index:748 Lat:38.47995701 Long:-122.7452418 Date:2011-06,,Index:748 Lat:38.47995701 Long:-122.7452418 Date:2013-07,,Index:748 Lat:38.47995701 Long:-122.7452418 Date:2015-07,Index:748 Lat:38.47995701 Long:-122.7452418 Date:2016-04,,,Index:748 Lat:38.47995701 Long:-122.7452418 Date:2019-04,,,Index:748 Lat:38.47995701 Long:-122.7452418 Date:2022-09,,,
517,,,,,,,,,,,,,,,,,,,,,,,,Index:517 Lat:38.47841875 Long:-122.7514948 Date:2011-06,,Index:517 Lat:38.47841875 Long:-122.7514948 Date:2013-07,Index:517 Lat:38.47841875 Long:-122.7514948 Date:2014-04,Index:517 Lat:38.47841875 Long:-122.7514948 Date:2015-05,Index:517 Lat:38.47841875 Long:-122.7514948 Date:2016-04,,,Index:517 Lat:38.47841875 Long:-122.7514948 Date:2019-03,,Index:517 Lat:38.47841875 Long:-122.7514948 Date:2021-03,Index:517 Lat:38.47841875 Long:-122.7514948 Date:2022-09,Index:517 Lat:38.47841875 Long:-122.7514948 Date:2023-03,,
1403,,,,,,,,,,,,,,,,,,,,,,,,Index:1403 Lat:38.49220373 Long:-122.6888126 Date:2011-06,,,Index:1403 Lat:38.49220373 Long:-122.6888126 Date:2014-04,Index:1403 Lat:38.49220373 Long:-122.6888126 Date:2015-06,,,,,,,,,Index:1403 Lat:38.49220373 Long:-122.6888126 Date:2008-08,
816,,,,,,,,,,,,,,,,,,,,,,,,Index:816 Lat:38.47538682 Long:-122.7466014 Date:2011-06,,Index:816 Lat:38.47538682 Long:-122.7466014 Date:2013-07,Index:816 Lat:38.47538682 Long:-122.7466014 Date:2014-04,Index:816 Lat:38.47538682 Long:-122.7466014 Date:2015-05,,,,,,,Index:816 Lat:38.47538682 Long:-122.7466014 Date:2022-09,,,
1234,,,,,,,,,,,,,,,,,,,,,,,,Index:1234 Lat:38.47850244 Long:-122.7176217 Date:2011-06,,,Index:1234 Lat:38.47850244 Long:-122.7176217 Date:2014-04,Index:1234 Lat:38.47850244 Long:-122.7176217 Date:2015-06,,,,Index:1234 Lat:38.47850244 Long:-122.7176217 Date:2019-03,,,,,,
1139,,,,,,,,,,,,,,,,,,,,,,,,Index:1139 Lat:38.48087384 Long:-122.7037884 Date:2011-06,,,Index:1139 Lat:38.48087384 Long:-122.7037884 Date:2014-04,Index:1139 Lat:38.48087384 Long:-122.7037884 Date:2015-06,,,,,,,,,Index:1139 Lat:38.48087384 Long:-122.7037884 Date:2008-07,
754,,,,,,,,,,,,,,,,,,,,,,,,Index:754 Lat:38.48106341 Long:-122.7447353 Date:2011-06,,Index:754 Lat:38.48106341 Long:-122.7447353 Date:2013-07,,Index:754 Lat:38.48106341 Long:-122.7447353 Date:2015-07,,,,,,,Index:754 Lat:38.48106341 Long:-122.7447353 Date:2022-09,,,
1389,,,,,,,,,,,,,,,,,,,,,,,,Index:1389 Lat:38.4896521 Long:-122.6899713 Date:2011-06,,,Index:1389 Lat:38.4896521 Long:-122.6899713 Date:2014-04,Index:1389 Lat:38.4896521 Long:-122.6899713 Date:2015-06,,,,Index:1389 Lat:38.4896521 Long:-122.6899713 Date:2019-03,,,,,,
1269,,,,,,,,,,,,,,,,,,,,,,,,Index:1269 Lat:38.48298909 Long:-122.6921504 Date:2011-06,,,Index:1269 Lat:38.48298909 Long:-122.6921504 Date:2014-04,Index:1269 Lat:38.48298909 Long:-122.6921504 Date:2015-06,,,,Index:1269 Lat:38.48298909 Long:-122.6921504 Date:2019-03,,,Index:1269 Lat:38.48298909 Long:-122.6921504 Date:2022-10,,Index:1269 Lat:38.48298909 Long:-122.6921504 Date:2008-08,
46,,,,,,,,,,,,,,,,,,,,,,,,Index:46 Lat:38.472889 Long:-122.7514498 Date:2011-06,,Index:46 Lat:38.472889 Long:-122.7514498 Date:2013-07,Index:46 Lat:38.472889 Long:-122.7514498 Date:2014-04,Index:46 Lat:38.472889 Long:-122.7514498 Date:2015-06,,,,Index:46 Lat:38.472889 Long:-122.7514498 Date:2019-04,,,Index:46 Lat:38.472889 Long:-122.7514498 Date:2022-09,,,
1049,,,,,,,,,,,,,,,,,,,,,,,,,,,Index:1049 Lat:38.47911774 Long:-122.7045994 Date:2014-04,Index:1049 Lat:38.47911774 Long:-122.7045994 Date:2015-06,,,,Index:1049 Lat:38.47911774 Long:-122.7045994 Date:2019-03,,,Index:1049 Lat:38.47911774 Long:-122.7045994 Date:2022-09,,Index:1049 Lat:38.47911774 Long:-122.7045994 Date:2008-07,
454,,,,,,,,,,,,,,,,,,,,,,,,Index:454 Lat:38.47845973 Long:-122.7499768 Date:2011-06,,Index:454 Lat:38.47845973 Long:-122.7499768 Date:2013-07,Index:454 Lat:38.47845973 Long:-122.7499768 Date:2014-04,Index:454 Lat:38.47845973 Long:-122.7499768 Date:2015-05,,,,Index:454 Lat:38.47845973 Long:-122.7499768 Date:2019-03,,,Index:454 Lat:38.47845973 Long:-122.7499768 Date:2022-09,,,
1162,,,,,,,,,,,,,,,,,,,,,,,,Index:1162 Lat:38.47757444 Long:-122.7006664 Date:2011-06,,,Index:1162 Lat:38.47757444 Long:-122.7006664 Date:2014-04,Index:1162 Lat:38.47757444 Long:-122.7006664 Date:2015-06,,,,Index:1162 Lat:38.47757444 Long:-122.7006664 Date:2019-03,,,Index:1162 Lat:38.47757444 Long:-122.7006664 Date:2022-09,,Index:1162 Lat:38.47757444 Long:-122.7006664 Date:2008-07,
1348,,,,,,,,,,,,,,,,,,,,,,,,Index:1348 Lat:38.48745792 Long:-122.6907594 Date:2011-06,,,Index:1348 Lat:38.48745792 Long:-122.6907594 Date:2014-04,Index:1348 Lat:38.48745792 Long:-122.6907594 Date:2015-06,,,,Index:1348 Lat:38.48745792 Long:-122.6907594 Date:2019-03,,,,,Index:1348 Lat:38.48745792 Long:-122.6907594 Date:2008-08,
1235,,,,,,,,,,,,,,,,,,,,,,,,Index:1235 Lat:38.47833115 Long:-122.7174821 Date:2011-06,,,Index:1235 Lat:38.47833115 Long:-122.7174821 Date:2014-04,Index:1235 Lat:38.47833115 Long:-122.7174821 Date:2015-06,,,,Index:1235 Lat:38.47833115 Long:-122.7174821 Date:2019-03,,,,,,
627,,,,,,,,,,,,,,,,,,,,,,,,Index:627 Lat:38.48163879 Long:-122.7504386 Date:2011-06,,Index:627 Lat:38.48163879 Long:-122.7504386 Date:2013-07,Index:627 Lat:38.48163879 Long:-122.7504386 Date:2014-04,Index:627 Lat:38.48163879 Long:-122.7504386 Date:2015-06,,,,,,,Index:627 Lat:38.48163879 Long:-122.7504386 Date:2022-09,,,
280,,,,,,,,,,,,,,,,,,,,,,,,Index:280 Lat:38.4787268 Long:-122.7475407 Date:2011-06,,Index:280 Lat:38.4787268 Long:-122.7475407 Date:2013-07,Index:280 Lat:38.4787268 Long:-122.7475407 Date:2014-04,Index:280 Lat:38.4787268 Long:-122.7475407 Date:2015-05,,,Index:280 Lat:38.4787268 Long:-122.7475407 Date:2018-11,Index:280 Lat:38.4787268 Long:-122.7475407 Date:2019-03,,,Index:280 Lat:38.4787268 Long:-122.7475407 Date:2022-09,,,
782,,,,,,,,,,,,,,,,,,,,,,,,Index:782 Lat:38.48082905 Long:-122.745778 Date:2011-06,,Index:782 Lat:38.48082905 Long:-122.745778 Date:2013-07,,Index:782 Lat:38.48082905 Long:-122.745778 Date:2015-07,Index:782 Lat:38.48082905 Long:-122.745778 Date:2016-04,,,Index:782 Lat:38.48082905 Long:-122.745778 Date:2019-04,,,Index:782 Lat:38.48082905 Long:-122.745778 Date:2022-09,,,
667,,,,,,,,,,,,,,,,,,,,,,,,Index:667 Lat:38.47979564 Long:-122.7513761 Date:2011-06,,Index:667 Lat:38.47979564 Long:-122.7513761 Date:2013-07,Index:667 Lat:38.47979564 Long:-122.7513761 Date:2014-04,Index:667 Lat:38.47979564 Long:-122.7513761 Date:2015-06,,,,Index:667 Lat:38.47979564 Long:-122.7513761 Date:2019-04,,,Index:667 Lat:38.47979564 Long:-122.7513761 Date:2022-09,,,
1266,,,,,,,,,,,,,,,,,,,,,,,,Index:1266 Lat:38.47869177 Long:-122.6905267 Date:2011-07,,,Index:1266 Lat:38.47869177 Long:-122.6905267 Date:2014-04,Index:1266 Lat:38.47869177 Long:-122.6905267 Date:2015-06,,,,Index:1266 Lat:38.47869177 Long:-122.6905267 Date:2019-03,,,Index:1266 Lat:38.47869177 Long:-122.6905267 Date:2022-09,Index:1266 Lat:38.47869177 Long:-122.6905267 Date:2023-01,Index:1266 Lat:38.47869177 Long:-122.6905267 Date:2008-08,
1321,,,,,,,,,,,,,,,,,,,,,,,,Index:1321 Lat:38.48504305 Long:-122.6913183 Date:2011-06,,,Index:1321 Lat:38.48504305 Long:-122.6913183 Date:2014-04,Index:1321 Lat:38.48504305 Long:-122.6913183 Date:2015-06,,,,Index:1321 Lat:38.48504305 Long:-122.6913183 Date:2019-03,,,,,,
967,,,,,,,,,,,,,,,,,,,,,,,,Index:967 Lat:38.48063716 Long:-122.744837 Date:2011-06,,Index:967 Lat:38.48063716 Long:-122.744837 Date:2013-07,,Index:967 Lat:38.48063716 Long:-122.744837 Date:2015-05,,,,Index:967 Lat:38.48063716 Long:-122.744837 Date:2019-04,,,Index:967 Lat:38.48063716 Long:-122.744837 Date:2022-09,,,
1275,,,,,,,,,,,,,,,,,,,,,,,,Index:1275 Lat:38.48262535 Long:-122.6912416 Date:2011-06,,,Index:1275 Lat:38.48262535 Long:-122.6912416 Date:2014-04,Index:1275 Lat:38.48262535 Long:-122.6912416 Date:2015-06,,,,Index:1275 Lat:38.48262535 Long:-122.6912416 Date:2019-03,,,Index:1275 Lat:38.48262535 Long:-122.6912416 Date:2022-09,,Index:1275 Lat:38.48262535 Long:-122.6912416 Date:2008-08,
894,,,,,,,,,,,,,,,,,,,,,,,,,,Index:894 Lat:38.47610972 Long:-122.7459544 Date:2013-07,Index:894 Lat:38.47610972 Long:-122.7459544 Date:2014-04,,,,,,,,,,,
1309,,,,,,,,,,,,,,,,,,,,,,,,Index:1309 Lat:38.49014224 Long:-122.6946148 Date:2011-06,,,Index:1309 Lat:38.49014224 Long:-122.6946148 Date:2014-04,Index:1309 Lat:38.49014224 Long:-122.6946148 Date:2015-06,,,,Index:1309 Lat:38.49014224 Long:-122.6946148 Date:2019-03,,,,Index:1309 Lat:38.49014224 Long:-122.6946148 Date:2023-01,Index:1309 Lat:38.49014224 Long:-122.6946148 Date:2008-08,
556,,,,,,,,,,,,,,,,,,,,,,,,Index:556 Lat:38.47774792 Long:-122.7555362 Date:2011-06,,Index:556 Lat:38.47774792 Long:-122.7555362 Date:2013-07,Index:556 Lat:38.47774792 Long:-122.7555362 Date:2014-04,Index:556 Lat:38.47774792 Long:-122.7555362 Date:2015-06,,,,Index:556 Lat:38.47774792 Long:-122.7555362 Date:2019-03,,,Index:556 Lat:38.47774792 Long:-122.7555362 Date:2022-09,,,
